"gene_id","gene_name","chromosome","locus","rpkm"
,"Mettl9",7,"chr7:128177958-128220349",29.7105
,"Igsf6",7,"chr7:128207580-128218044",25.1384
,"Otoa",7,"chr7:128226951-128306603",0.111456
,"Hs3st2",7,"chr7:128535809-128645282",2.04378
,"Usp31",7,"chr7:128785534-128850767",4.80801
,"Scnn1g",7,"chr7:128878020-128911991",0.01545
,"Scnn1b",7,"chr7:129008624-129062030",0.019344
,"Cog7",7,"chr7:129066352-129125207",6.82843
,"Gga2",7,"chr7:129130235-129164712",22.5035
,"Ears2",7,"chr7:129182334-129210577",5.22007
,"Ubfd1",7,"chr7:129210711-129225713",13.8966
,"Ndufab1",7,"chr7:129231557-129245362",5.42954
,"Palb2",7,"chr7:129250778-129276460",7.30924
,"Dctn5",7,"chr7:129276554-129292558",33.5172
,"Plk1",7,"chr7:129302950-129313389",29.294
,"Ern2",7,"chr7:129313406-129329730",0
,"2010110P09Rik",7,"chr7:129363009-129366053",4.62759
,"Prkcb",7,"chr7:129432638-129777915",22.9471
,"Cacng3",7,"chr7:129815257-129912907",0.064549
,"4930413G21Rik",7,"chr7:130112571-130113973",3.02466
,"Rbbp6",7,"chr7:130114077-130146086",32.11437
,"Tnrc6a",7,"chr7:130267398-130338810",18.4719
,"Slc5a11",7,"chr7:130358379-130416765",0.259465
,"Arhgap17",7,"chr7:130422662-130513429",20.538804
,"Lcmt1",7,"chr7:130521495-130573872",14.5266
,"Aqp8",7,"chr7:130605807-130611517",0.133318
,"Zkscan2",7,"chr7:130622153-130643963",0.048806
,"Hs3st4",7,"chr7:131126694-131542503",0
,"3100003L05Rik",7,"chr7:131769183-131852449",0
,"4933440M02Rik",7,"chr7:132475295-132493300",0.057933
,"4930571K23Rik",7,"chr7:132512374-132514527",0
,"Jmjd5",7,"chr7:132588133-132605782",4.43671
,"Nsmce1",7,"chr7:132611153-132635056",53.9796
,"Il4ra",7,"chr7:132695795-132722988",12.9749
,"Il21r",7,"chr7:132746942-132777084",17.2538
,"Gtf3c1",7,"chr7:132784467-132851202",9.94917
,"D430042O09Rik",7,"chr7:132851389-133018311",3.01479
,"Gsg1l",7,"chr7:133021932-133225925",0
,"Xpo6",7,"chr7:133245232-133343922",20.2282
,"Sbk1",7,"chr7:133416132-133438513",11.6538
,"Lat",7,"chr7:133507341-133513048",24.1247
,"Spns1",7,"chr7:133513573-133521448",8.7147
,"Nfatc2ip",7,"chr7:133526367-133540251",20.4732
,"Cd19",7,"chr7:133551961-133558384",121.367
,"Rabep2",7,"chr7:133572280-133589421",11.1797
,"Atp2a1",7,"chr7:133589373-133606587",0.316403
,"Sh2b1",7,"chr7:133610507-133618644",12.3522
,"Tufm",7,"chr7:133630868-133634245",1.463864
,"Atxn2l",7,"chr7:133635221-133646816",41.8497
,"Eif3c",7,"chr7:133690424-133709880",96.7366
,"Cln3",7,"chr7:133714913-133727794",11.42663
,"Apobr",7,"chr7:133728521-133732606",8.85923
,"Il27",7,"chr7:133732808-133738424",3.0582
,"Nupr1",7,"chr7:133766759-133768984",37.699
,"Ccdc101",7,"chr7:133792822-133816293",18.252
,"Sult1a1",7,"chr7:133816383-133819871",10.4926
,"Slx1b",7,"chr7:133832440-133839297",2.942684
,"Bola2",7,"chr7:133839513-133840207",190.347
,"Coro1a",7,"chr7:133843287-133848268",248.782
,"Mapk3",7,"chr7:133903139-133909330",32.8244
,"Gdpd3",7,"chr7:133909927-133919159",0.739764
,"Ypel3",7,"chr7:133920488-133924028",79.50252
,"Tbx6",7,"chr7:133924996-133929062",2.79378
,"Ppp4c",7,"chr7:133929381-133935985",79.1694
,"Aldoa",7,"chr7:133938747-133943961",70.18085
,"Fam57b",7,"chr7:133960398-133973733",0.126167
,"4930451I11Rik",7,"chr7:133973987-133975010",0
,"Doc2a",7,"chr7:133991066-133996219",2.17052
,"Ino80e",7,"chr7:133995946-134004977",21.7256
,"Hirip3",7,"chr7:134005485-134008636",28.1588
,"Taok2",7,"chr7:134009190-134028481",26.681
,"Tmem219",7,"chr7:134029732-134041792",20.345432
,"Kctd13",7,"chr7:134072392-134089123",3.99921
,"Asphd1",7,"chr7:134089521-134093095",0.135314
,"Sez6l2",7,"chr7:134094048-134114120",0.387274
,"Cdipt",7,"chr7:134119862-134124015",30.5119
,"Mvp",7,"chr7:134130373-134158108",16.467
,"2900092E17Rik",7,"chr7:134158564-134160866",28.5496
,"Prrt2",7,"chr7:134161055-134164725",2.14576
,"Maz",7,"chr7:134165650-134169993",110.42
,"Kif22",7,"chr7:134171244-134185934",66.6545
,"Zg16",7,"chr7:134193669-134195491",148.597
,"AI467606",7,"chr7:134234949-134237563",24.557
,"Qprt",7,"chr7:134251283-134265543",1.80264
,"Spn",7,"chr7:134276977-134281331",43.65301
,"Cd2bp2",7,"chr7:134335173-134339514",24.89
,"Tbc1d10b",7,"chr7:134340973-134351982",22.151
,"Mylpf",7,"chr7:134355121-134357801",25.3416
,"Sept1",7,"chr7:134357955-134361959",59.9032
,"Gm4532",7,"chr7:134375931-134376644",4.84987
,"Zfp553",7,"chr7:134376956-134381374",5.35601
,"Zfp771",7,"chr7:134388039-134398315",7.47745
,"Dctpp1",7,"chr7:134400475-134404181",38.2553
,"Sephs2",7,"chr7:134415394-134417573",32.3922
,"Itgal",7,"chr7:134439773-134478651",25.888794
,"Zfp768",7,"chr7:134486308-134488828",3.65339
,"Zfp747",7,"chr7:134516050-134519564",0.8772
,"9130019O22Rik",7,"chr7:134525773-134530680",0.743193
,"E430018J23Rik",7,"chr7:134534349-134537135",1.82877
,"Mir684-1",7,"chr7:134542429-134542514",0
,"Zfp764",7,"chr7:134547181-134550336",1.63691
,"Zfp688",7,"chr7:134562479-134565548",9.12985
,"Zfp689",7,"chr7:134585649-134592672",2.33477
,"Prr14",7,"chr7:134615127-134620272",28.9551
,"Fbrs",7,"chr7:134628734-134635027",18.9387
,"1700008J07Rik",7,"chr7:134653951-134656383",2.37388
,"Snora30",7,"chr7:134671410-134671517",0
,"Phkg2",7,"chr7:134716861-134726821",20.5302
,"Gm166",7,"chr7:134725896-134732109",14.931
,"Rnf40",7,"chr7:134732211-134747119",21.5486
,"1700120K04Rik",7,"chr7:134747416-134747959",3.88666
,"Zfp629",7,"chr7:134750548-134757947",4.03461
,"Bcl7c",7,"chr7:134848491-134852280",10.2716
,"Mir762",7,"chr7:134852000-134852076",85.1343
,"Ctf1",7,"chr7:134856249-134861699",0.635114
,"Ctf2",7,"chr7:134862473-134869130",0
,"Fbxl19",7,"chr7:134890288-134912442",5.84167
,"Orai3",7,"chr7:134913328-134918664",10.7806
,"Setd1a",7,"chr7:134920902-134943633",15.177
,"Hsd3b7",7,"chr7:134944122-134947316",10.16255
,"Stx1b",7,"chr7:134950357-134968045",0.062243
,"Stx4a",7,"chr7:134985321-134992479",44.3641
,"Zfp668",7,"chr7:135008872-135020337",3.8234
,"Zfp646",7,"chr7:135021214-135029510",12.7021
,"Prss53",7,"chr7:135028957-135034484",0.263555
,"Vkorc1",7,"chr7:135036576-135039131",30.2837
,"Bckdk",7,"chr7:135047586-135053178",19.8897
,"Myst1",7,"chr7:135056030-135069276",16.1148
,"Prss8",7,"chr7:135069230-135073627",0.128806
,"Prss36",7,"chr7:135076151-135090239",0.388218
,"Fus",7,"chr7:135110992-135125545",62.4571
,"Pycard",7,"chr7:135134886-135137381",24.251
,"Trim72",7,"chr7:135147891-135154907",0.244488
,"Itgam",7,"chr7:135206153-135262005",6.082865
,"Itgax",7,"chr7:135273081-135294171",12.4722
,"Itgad",7,"chr7:135317459-135349017",22.4589
,"4931431B13Rik",7,"chr7:135335563-135346842",6.77949
,"Cox6a2",7,"chr7:135348948-135349880",5.96057
,"9130023H24Rik",7,"chr7:135377964-135381545",2.23495
,"Armc5",7,"chr7:135380870-135388614",6.74732
,"Tgfb1i1",7,"chr7:135390384-135397226",7.87573
,"Slc5a2",7,"chr7:135409210-135415947",2.58416
,"BC017158",7,"chr7:135414892-135441645",15.1456
,"Mir3103",7,"chr7:135431882-135431949",0
,"Rgs10",7,"chr7:135517138-135561686",86.3867
,"Tial1",7,"chr7:135583290-135605027",26.9895
,"Bag3",7,"chr7:135667096-135690493",5.03505
,"Inpp5f",7,"chr7:135754878-135839950",13.705
,"Mcmbp",7,"chr7:135839972-135883943",19.1771
,"Sec23ip",7,"chr7:135888383-135928349",19.8356
,"Ppapdc1a",7,"chr7:136400607-136534821",0
,"Wdr11",7,"chr7:136735376-136779252",9.78796
,"Gm4265",7,"chr7:137105678-137122183",0
,"Fgfr2",7,"chr7:137305964-137410322",0.546811
,"Ate1",7,"chr7:137535007-137663475",15.52204
,"Nsmce4a",7,"chr7:137676039-137690895",93.9204
,"Tacc2",7,"chr7:137720997-137908298",1.405982
,"Btbd16",7,"chr7:137917582-137969413",0.092456
,"Plekha1",7,"chr7:138009423-138056816",14.4804
,"Htra1",7,"chr7:138079716-138129172",11.9692
,"Dmbt1",7,"chr7:138175589-138265142",4.92486
,"4933402N03Rik",7,"chr7:138281860-138289797",0
,"1700029B22Rik",7,"chr7:138289952-138294092",0
,"5430419D17Rik",7,"chr7:138317915-138394459",0
,"Cuzd1",7,"chr7:138452067-138465806",6.77592
,"1700007K09Rik",7,"chr7:138469444-138473013",0.360614
,"Fam24a",7,"chr7:138478135-138480230",0.758739
,"2310057M21Rik",7,"chr7:138486231-138506212",6.30206
,"Pstk",7,"chr7:138514659-138531352",6.49591
,"Ikzf5",7,"chr7:138532162-138553992",8.75538
,"Acadsb",7,"chr7:138554114-138589725",10.3261
,"Hmx3",7,"chr7:138686476-138688445",0
,"Hmx2",7,"chr7:138697575-138700096",0
,"Bub3",7,"chr7:138703904-138715412",67.7156
,"Gpr26",7,"chr7:139158142-139177316",0
,"Cpxm2",7,"chr7:139234492-139346424",3.70806
,"Chst15",7,"chr7:139427937-139508838",14.3278
,"Gm10584",7,"chr7:139507346-139509974",0.514637
,"Oat",7,"chr7:139749157-139768081",93.6712
,"Nkx1-2",7,"chr7:139787921-139791320",0.552198
,"Lhpp",7,"chr7:139802325-139898102",5.34865
,"Fam53b",7,"chr7:139903766-140004879",39.8596
,"Mettl10",7,"chr7:140019143-140044330",18.0597
,"Fam175b",7,"chr7:140050907-140076797",18.7847
,"Zranb1",7,"chr7:140141304-140175634",22.3114
,"Ctbp2",7,"chr7:140178693-140315166",4.20139
,"4930483O08Rik",7,"chr7:140319933-140334140",0
,"4930404H21Rik",7,"chr7:140778706-140793798",0
,"2700050L05Rik",7,"chr7:140829357-140864700",12.1507
,"Mmp21",7,"chr7:140865952-140871744",0.051564
,"Uros",7,"chr7:140878012-140900978",147.777
,"Bccip",7,"chr7:140901015-140912828",80.1277
,"Dhx32",7,"chr7:140912617-140968486",9.58734
,"Fank1",7,"chr7:140968573-141073215",0.096376
,"Adam12",7,"chr7:141074882-141416780",0.097112
,"D7Ertd443e",7,"chr7:141457944-141568511",0.057613
,"Dock1",7,"chr7:141862369-142365330",2.00092
,"Fam196a",7,"chr7:142073590-142130113",0.01925
,"1700120G07Rik",7,"chr7:142383447-142387685",0
,"Nps",7,"chr7:142460301-142464625",0
,"Foxi2",7,"chr7:142602049-142605298",0
,"Clrn3",7,"chr7:142703138-142720337",0.068565
,"Ptpre",7,"chr7:142729506-142877977",3.92936
,"5830432E09Rik",7,"chr7:142840139-142843997",1.30506
,"Mir1962",7,"chr7:142757844-142757965",0
,"Mki67",7,"chr7:142881470-142908062",392.455
,"C230079O03",7,"chr7:143523898-143541098",0
,"Gm6249",7,"chr7:143859637-143902287",0.013717
,"Mgmt",7,"chr7:144086293-144319871",4.56979
,"Ebf3",7,"chr7:144385353-144506128",0.10931
,"Gm10578",7,"chr7:144426365-144434292",0
,"9430038I01Rik",7,"chr7:144567251-144602439",6.38527
,"Glrx3",7,"chr7:144629330-144660277",10.256
,"Gm12669",7,"chr7:144629356-144659663",0.789192
,"Tcerg1l",7,"chr7:145400654-145589413",0.126251
,"Mapk1ip1",7,"chr7:146027500-146037950",9.95554
,"Ppp2r2d",7,"chr7:146038068-146074739",21.2662
,"Bnip3",7,"chr7:146082518-146101189",0.631928
,"Jakmip3",7,"chr7:146132432-146269875",0.017236
,"Dpysl4",7,"chr7:146271899-146287690",0.087588
,"Stk32c",7,"chr7:146289536-146399206",1.802676
,"Lrrc27",7,"chr7:146398886-146428872",0.55056
,"Pwwp2b",7,"chr7:146434380-146453152",2.88206
,"Inpp5a",7,"chr7:146575007-146765551",7.31775
,"Nkx6-2",7,"chr7:146765274-146768696",0.11604
,"E030019B06Rik",7,"chr7:146786849-146802228",0
,"Gpr123",7,"chr7:147020072-147063987",0
,"Kndc1",7,"chr7:147080594-147127439",0.018033
,"Utf1",7,"chr7:147129754-147131011",0.044579
,"Mir202",7,"chr7:147143587-147143659",0
,"6430531B16Rik",7,"chr7:147158201-147164654",0.133596
,"Adam8",7,"chr7:147164839-147178387",6.94905
,"Tubgcp2",7,"chr7:147181853-147222249",21.1594
,"Zfp511",7,"chr7:147222289-147226504",17.5017
,"Msx3",7,"chr7:147232055-147234987",0
,"Caly",7,"chr7:147255778-147268447",0
,"Prap1",7,"chr7:147279294-147283102",0.101761
,"1810014F10Rik",7,"chr7:147285368-147288305",12.6872
,"Echs1",7,"chr7:147291621-147302322",24.7121
,"Paox",7,"chr7:147311583-147320233",1.19606
,"Mtg1",7,"chr7:147323462-147336685",10.3604
,"Sprn",7,"chr7:147336526-147340558",0.086707
,"Olfr522",7,"chr7:147347908-147348847",0
,"Olfr523",7,"chr7:147362002-147362956",0
,"Olfr524",7,"chr7:147387710-147388667",0.056574
,"Cd163l1",7,"chr7:147404165-147417044",0.406928
,"5830411N06Rik",7,"chr7:147433199-147485690",2.125598
,"Olfr525",7,"chr7:147508599-147509529",0.117348
,"Olfr527",7,"chr7:147521762-147522680",0
,"Olfr60",7,"chr7:147530950-147531886",0
,"Olfr530",7,"chr7:147558583-147559507",0
,"Olfr531",7,"chr7:147586028-147586943",0
,"Olfr532",7,"chr7:147604740-147605670",0
,"Olfr533",7,"chr7:147652101-147653064",0
,"Olfr535",7,"chr7:147678538-147679477",0
,"Olfr536",7,"chr7:147686751-147693217",0.046768
,"Olfr538",7,"chr7:147760053-147760986",0
,"Olfr46",7,"chr7:147787238-147797023",0
,"Olfr61",7,"chr7:147823601-147824537",0
,"Olfr53",7,"chr7:147832350-147838818",0
,"Olfr539",7,"chr7:147853187-147854147",0
,"Olfr45",7,"chr7:147876805-147877741",0
,"Olfr541",7,"chr7:147890151-147891090",0
,"Cyp2e1",7,"chr7:147949730-147960876",0.250501
,"Syce1",7,"chr7:147963127-147973753",0.067778
,"Zfp941",7,"chr7:147995575-148008077",0.184244
,"1190003J15Rik",7,"chr7:148021394-148023867",0
,"Scgb1c1",7,"chr7:148031463-148032668",0
,"C330022C24Rik",7,"chr7:148023119-148031588",0.09762
,"Odf3",7,"chr7:148033814-148036824",0
,"Bet1l",7,"chr7:148039282-148042282",15.1502
,"Ric8",7,"chr7:148043295-148049630",18.7034
,"Sirt3",7,"chr7:148049561-148068208",9.16636
,"Psmd13",7,"chr7:148068292-148084541",68.9892
,"Cox8b",7,"chr7:148084840-148086345",0
,"BC024386",7,"chr7:148091962-148093866",0
,"Nlrp6",7,"chr7:148106800-148114439",1.63864
,"Athl1",7,"chr7:148127479-148133557",5.43431
,"Ifitm5",7,"chr7:148134860-148136138",1.01135
,"Ifitm2",7,"chr7:148140737-148141860",33.3866
,"Ifitm1",7,"chr7:148153327-148155726",12.47506
,"Ifitm3",7,"chr7:148195488-148196643",200.936
,"Ifitm6",7,"chr7:148201710-148202791",10.5938
,"B4galnt4",7,"chr7:148247172-148258018",0.220577
,"Pkp3",7,"chr7:148264127-148276409",1.748384
,"Sigirr",7,"chr7:148277073-148286445",8.76331
,"Ano9",7,"chr7:148287117-148303705",0.288646
,"Ptdss2",7,"chr7:148317184-148342053",92.0391
,"Rnh1",7,"chr7:148346224-148358750",46.01824
,"Hras1",7,"chr7:148375832-148379903",32.57788
,"Lrrc56",7,"chr7:148380028-148395954",3.104745
,"1600016N20Rik",7,"chr7:148395941-148399979",2.31403
,"Rassf7",7,"chr7:148401758-148404557",10.5538
,"Mir210",7,"chr7:148407282-148407392",0
,"Phrf1",7,"chr7:148414686-148448650",16.8859
,"Irf7",7,"chr7:148449081-148452323",84.4448
,"Cdhr5",7,"chr7:148454983-148462685",0.070361
,"Sct",7,"chr7:148464236-148465030",1.26183
,"Drd4",7,"chr7:148477904-148480900",0.075313
,"Deaf1",7,"chr7:148483074-148524682",11.51554
,"Tmem80",7,"chr7:148514028-148523054",17.855652
,"Eps8l2",7,"chr7:148524900-148548915",0.535888
,"B230206H07Rik",7,"chr7:148545076-148551009",0.016556
,"Taldo1",7,"chr7:148578058-148588875",190.933
,"Pddc1",7,"chr7:148594082-148600024",14.2771
,"Cend1",7,"chr7:148612349-148615319",0.058691
,"Slc25a22",7,"chr7:148615647-148623773",9.598182
,"Lrdd",7,"chr7:148624413-148629254",10.9176
,"Rplp2",7,"chr7:148633548-148637241",239.343
,"Snora52",7,"chr7:148634701-148634835",134.27
,"Pnpla2",7,"chr7:148641086-148646642",12.685966
,"Efcab4a",7,"chr7:148646992-148652501",2.67396
,"Cd151",7,"chr7:148653260-148657380",34.70152
,"Polr2l",7,"chr7:148657758-148661052",2.03459
,"Tspan4",7,"chr7:148661134-148679326",41.03016
,"Chid1",7,"chr7:148679034-148725756",6.680403
,"Ap2a2",7,"chr7:148748078-148818910",36.158
,"Gm16982",7,"chr7:148795964-148799646",0.345162
,"Muc6",7,"chr7:148819947-148841207",0.278627
,"Muc5ac",7,"chr7:148974915-149005040",0
,"Muc5b",7,"chr7:149024976-149058990",0
,"Tollip",7,"chr7:149067489-149088311",22.276
,"Brsk2",7,"chr7:149135655-149190148",0.023381
,"Mir3104",7,"chr7:149178083-149178146",0
,"Mob2",7,"chr7:149194457-149246939",48.1484
,"Dusp8",7,"chr7:149265391-149281189",5.21437
,"Krtap5-2",7,"chr7:149360436-149361910",0
,"Krtap5-3",7,"chr7:149387268-149388920",0
,"Krtap5-5",7,"chr7:149414699-149415876",0
,"Krtap5-1",7,"chr7:149482281-149482974",0
,"Krtap5-4",7,"chr7:149489406-149490408",0
,"6330512M04Rik",7,"chr7:149512014-149558164",0.324253
,"Ctsd",7,"chr7:149561820-149573775",313.093
,"Syt8",7,"chr7:149620881-149626303",0.06554
,"Tnni2",7,"chr7:149628372-149630310",6.34115
,"Lsp1",7,"chr7:149646774-149680504",118.593202
,"Gm14492",7,"chr7:149676984-149692676",6.83331
,"Tnnt3",7,"chr7:149684740-149701914",1.290799
,"Mrpl23",7,"chr7:149719021-149726647",0.112489
,"Nctc1",7,"chr7:149730513-149744503",0
,"H19",7,"chr7:149761436-149764051",0.08846
,"Mir675",7,"chr7:149762968-149763052",0
,"Igf2",7,"chr7:149836672-149846940",0.880907
,"Igf2as",7,"chr7:149845597-149856261",0.018656
,"Mir483",7,"chr7:149840828-149840901",0
,"Ins2",7,"chr7:149864560-149865613",1.373938
,"Th",7,"chr7:150078680-150085871",0
,"Ascl2",7,"chr7:150152726-150155169",0.121129
,"Tspan32",7,"chr7:150190950-150205390",55.97873
,"R74862",7,"chr7:150218525-150239273",1.13709
,"Cd81",7,"chr7:150238654-150253835",122.087
,"Tssc4",7,"chr7:150255272-150256992",21.277461
,"Trpm5",7,"chr7:150257433-150280547",0.142934
,"Kcnq1",7,"chr7:150293158-150612947",0.142887
,"Kcnq1ot1",7,"chr7:150399015-150482452",0.345372
,"4933417O13Rik",7,"chr7:150508676-150516555",0
,"Cdkn1c",7,"chr7:150644243-150646955",0.953236
,"Slc22a18",7,"chr7:150659659-150685237",0.327952
,"Phlda2",7,"chr7:150687452-150688429",2.31603
,"Nap1l4",7,"chr7:150699483-150734995",99.1504
,"Cars",7,"chr7:150743134-150785995",20.76607
,"Tnfrsf26",7,"chr7:150793589-150813750",1.50759
,"Tnfrsf22",7,"chr7:150822629-150835543",0.617834
,"Tnfrsf23",7,"chr7:150851711-150871777",0.166265
,"Osbpl5",7,"chr7:150874666-150927868",7.094744
,"Mrgprg",7,"chr7:150949614-150952898",0
,"Mrgpre",7,"chr7:150964267-150970405",1.09147
,"Nadsyn1",7,"chr7:150981498-151008746",6.22169
,"Dhcr7",7,"chr7:151009071-151034315",7.54504
,"Shank2",7,"chr7:151361424-151608580",0.022422
,"Cttn",7,"chr7:151621628-151656840",9.21283
,"Ppfia1",7,"chr7:151662659-151739634",11.326755
,"Fadd",7,"chr7:151764227-151768341",5.63011
,"Ano1",7,"chr7:151774453-151924497",2.139155
,"Fgf3",7,"chr7:152024516-152029253",0
,"Fgf4",7,"chr7:152047290-152051148",0
,"Fgf15",7,"chr7:152082436-152086856",0.026602
,"Oraov1",7,"chr7:152101098-152107042",14.7013
,"Ccnd1",7,"chr7:152115835-152125830",18.3862
,"1810010D01Rik",7,"chr7:152391722-152394024",0.058273
,"Tpcn2",7,"chr7:152439827-152469832",5.85069
,"Mrgprf",7,"chr7:152486813-152495462",0.686325
,"Mrgprd",7,"chr7:152500739-152509964",0
,"Insr",8,"chr8:3150921-3279617",4.35085
,"A430078G23Rik",8,"chr8:3353414-3390299",5.75882
,"Arhgef18",8,"chr8:3393007-3456600",13.8991
,"Pex11c",8,"chr8:3458816-3467648",2.26478
,"1700019B03Rik",8,"chr8:3470861-3487178",0.060522
,"Zfp358",8,"chr8:3493137-3497208",4.44286
,"Mcoln1",8,"chr8:3500518-3515231",13.1403
,"Pnpla6",8,"chr8:3515383-3544267",8.958372
,"C330021F23Rik",8,"chr8:3567997-3584776",0.09027
,"Camsap3",8,"chr8:3587449-3609075",0.469525
,"Xab2",8,"chr8:3610089-3621296",26.5336
,"2900053A13Rik",8,"chr8:3621550-3624235",16.6317
,"Pcp2",8,"chr8:3623370-3625545",0.293844
,"Stxbp2",8,"chr8:3631159-3643644",29.2226
,"Retn",8,"chr8:3655769-3659818",0.673113
,"1810033B17Rik",8,"chr8:3665761-3668905",4.40847
,"2400009B08Rik",8,"chr8:3671184-3672321",0.280623
,"Trappc5",8,"chr8:3676476-3680921",12.6544
,"Fcer2a",8,"chr8:3681736-3694174",31.952062
,"Clec4g",8,"chr8:3716070-3720651",1.19887
,"Cd209a",8,"chr8:3743394-3748984",2.63126
,"Rprl3",8,"chr8:3803124-3803361",0.838185
,"Cd209e",8,"chr8:3847972-3854286",1.08849
,"Cd209d",8,"chr8:3871823-3878499",3.9422
,"Cd209b",8,"chr8:3917656-3926814",19.58318
,"Cd209c",8,"chr8:3940221-3946863",0.095027
,"Cd209f",8,"chr8:4102792-4105764",0.047087
,"Cd209g",8,"chr8:4134735-4137707",0
,"Evi5l",8,"chr8:4166566-4193701",2.48546
,"BC068157",8,"chr8:4209542-4217312",0.048353
,"Lrrc8e",8,"chr8:4226826-4237470",0.058062
,"Map2k7",8,"chr8:4238739-4247897",18.28709
,"Gm14378",8,"chr8:4248213-4251423",1.27197
,"Snapc2",8,"chr8:4253101-4256220",5.92323
,"Ctxn1",8,"chr8:4257645-4259274",0.917482
,"Timm44",8,"chr8:4259730-4275905",37.9941
,"Elavl1",8,"chr8:4284781-4325100",19.4527
,"Ccl25",8,"chr8:4325209-4360020",2.290705
,"Lass4",8,"chr8:4493404-4526079",4.55695
,"Zfp958",8,"chr8:4613169-4630231",5.51692
,"Shcbp1",8,"chr8:4735979-4779534",28.2262
,"Slc10a2",8,"chr8:5085622-5105232",0
,"Efnb2",8,"chr8:8617438-8660773",3.22455
,"Arglu1",8,"chr8:8666575-8690537",81.7178
,"4933430N04Rik",8,"chr8:9125411-9132288",0
,"Fam155a",8,"chr8:9206009-9771023",0.01452
,"Lig4",8,"chr8:9970019-9976323",3.8296
,"Abhd13",8,"chr8:9977716-9992154",8.947109
,"Tnfsf13b",8,"chr8:10006632-10035999",4.96609
,"Myo16",8,"chr8:10153922-10633950",0.042026
,"B930025P03Rik",8,"chr8:10870421-10882454",0.044421
,"3930402G23Rik",8,"chr8:10924426-10928457",0.01614
,"Irs2",8,"chr8:10986963-11008430",2.83459
,"9530052E02Rik",8,"chr8:11007849-11054541",0
,"Col4a1",8,"chr8:11198422-11312826",27.8549
,"Col4a2",8,"chr8:11312828-11449287",18.9144
,"Rab20",8,"chr8:11453976-11478499",11.0929
,"Carkd",8,"chr8:11497505-11513286",19.649516
,"Cars2",8,"chr8:11514016-11550771",11.6843
,"Ing1",8,"chr8:11556065-11563250",18.1812
,"Ankrd10",8,"chr8:11611582-11635754",26.709455
,"1700016D06Rik",8,"chr8:11654923-11678750",0
,"Gm6524",8,"chr8:11692981-11694514",4.07421
,"Arhgef7",8,"chr8:11728104-11835217",10.073371
,"1700018L24Rik",8,"chr8:11840520-11855761",0
,"Gm5607",8,"chr8:12385770-12436732",0
,"Sox1",8,"chr8:12395518-12399555",0
,"Spaca7",8,"chr8:12573048-12600738",0
,"Tubgcp3",8,"chr8:12614276-12672100",32.1984
,"Gm15348",8,"chr8:12706943-12719127",0
,"Atp11a",8,"chr8:12757015-12868728",4.95158
,"Gm15350",8,"chr8:12828337-12831919",0
,"Mcf2l",8,"chr8:12915892-13020509",0.628097
,"F7",8,"chr8:13026033-13035809",0.1546
,"F10",8,"chr8:13037307-13056676",1.484173
,"Proz",8,"chr8:13060907-13075006",0.408254
,"Pcid2",8,"chr8:13077524-13105343",9.85043
,"Cul4a",8,"chr8:13105720-13147939",69.2848
,"Lamp1",8,"chr8:13159134-13175338",156.213
,"Grtp1",8,"chr8:13176868-13200624",4.16237
,"Mir1968",8,"chr8:13189030-13189098",0
,"Adprhl1",8,"chr8:13235661-13254162",3.2678
,"Dcun1d2",8,"chr8:13255962-13288126",11.21456
,"Tmco3",8,"chr8:13288012-13322924",2.99911
,"Tfdp1",8,"chr8:13339673-13377702",34.3457
,"Atp4b",8,"chr8:13386208-13396778",0.986901
,"Grk1",8,"chr8:13405080-13421949",0.011812
,"Fam70b",8,"chr8:13435458-13461451",0.133735
,"Gas6",8,"chr8:13465373-13494535",15.0694
,"1700029H14Rik",8,"chr8:13550732-13562448",0
,"Rasa3",8,"chr8:13567217-13677587",33.0506
,"4932443I19Rik",8,"chr8:13705888-13743066",0
,"Cdc16",8,"chr8:13757689-13781882",34.6338
,"Upf3a",8,"chr8:13785614-13798537",19.0178
,"AF366264",8,"chr8:13835230-13838089",0
,"Zfp828",8,"chr8:13869640-13881639",11.3242
,"2410022L05Rik",8,"chr8:13884787-13890271",5.90985
,"Fbxo25",8,"chr8:13907805-13940521",7.39937
,"2610019F03Rik",8,"chr8:13952007-13974777",1.96369
,"Erich1",8,"chr8:14027564-14090327",4.24814
,"Dlgap2",8,"chr8:14095874-14847686",0.05072
,"Cln8",8,"chr8:14888535-14901719",12.9239
,"Arhgef10",8,"chr8:14911716-15001085",2.947806
,"Kbtbd11",8,"chr8:15011024-15033332",9.00337
,"BB014433",8,"chr8:15041445-15046078",0
,"Myom2",8,"chr8:15057652-15133419",0.062892
,"Csmd1",8,"chr8:15892544-17535385",0.212258
,"Mir3106",8,"chr8:16168756-16168838",0
,"Mcph1",8,"chr8:18595172-18803188",8.50434
,"Angpt2",8,"chr8:18691336-18741551",8.11379
,"Agpat5",8,"chr8:18846278-18884413",14.7234
,"Xkr5",8,"chr8:18932728-18950973",2.997717
,"Defb40",8,"chr8:18974939-18978116",0.718955
,"Defb37",8,"chr8:18986232-18991055",0
,"Defb38",8,"chr8:19023463-19026529",0
,"Defb39",8,"chr8:19052825-19064810",0
,"Defb12",8,"chr8:19111930-19114833",0
,"Defb34",8,"chr8:19123751-19126540",0
,"Spag11b",8,"chr8:19140758-19143010",0
,"Spag11a",8,"chr8:19157886-19159578",0
,"Defb14",8,"chr8:19194327-19195309",0.330913
